word_id,word,translation,seen,practiced_count,tested,correct_count,status,notes
ZH001,我 (wǒ),"I, me",FALSE,0,FALSE,0,active,Personal Pron.
ZH002,我们 (wǒmen),"we, us (pl.)",FALSE,0,FALSE,0,active,Personal Pron.
ZH003,你 (nǐ),you,FALSE,0,FALSE,0,active,Personal Pron.
ZH004,他 (tā),"he, him",FALSE,0,FALSE,0,active,Personal Pron.
ZH005,她 (tā),"she, her",FALSE,0,FALSE,0,active,Personal Pron.
ZH006,这 (zhè),"this (here)",FALSE,0,FALSE,0,active,Demonstrative Pron.
ZH007,那 (nà),"that (there)",FALSE,0,FALSE,0,active,Demonstrative Pron.
ZH008,哪 (nǎ),which,FALSE,0,FALSE,0,active,Interrogative Pron.
ZH009,哪儿 (nǎr),where,FALSE,0,FALSE,0,active,Interrogative Pron.
ZH010,谁 (shéi),who,FALSE,0,FALSE,0,active,Interrogative Pron.
ZH011,什么 (shénme),"what, why",FALSE,0,FALSE,0,active,Interrogative Pron.
ZH012,多少 (duōshǎo),"how many, how much",FALSE,0,FALSE,0,active,Interrogative Pron.
ZH013,几 (jǐ),"a few, how many",FALSE,0,FALSE,0,active,Interrogative Pron.
ZH014,怎么 (zěnme),how,FALSE,0,FALSE,0,active,Interrogative Pron.
ZH015,怎么样 (zěnmeyàng),"how about",FALSE,0,FALSE,0,active,Interrogative Pron.
ZH016,一 (yī),one,FALSE,0,FALSE,0,active,Numeral
ZH017,二 (èr),two,FALSE,0,FALSE,0,active,Numeral
ZH018,三 (sān),three,FALSE,0,FALSE,0,active,Numeral
ZH019,四 (sì),four,FALSE,0,FALSE,0,active,Numeral
ZH020,五 (wǔ),five,FALSE,0,FALSE,0,active,Numeral
ZH021,六 (liù),six,FALSE,0,FALSE,0,active,Numeral
ZH022,七 (qī),seven,FALSE,0,FALSE,0,active,Numeral
ZH023,八 (bā),eight,FALSE,0,FALSE,0,active,Numeral
ZH024,九 (jiǔ),nine,FALSE,0,FALSE,0,active,Numeral
ZH025,十 (shí),ten,FALSE,0,FALSE,0,active,Numeral
ZH026,个 (gè),"(for normal objects)",FALSE,0,FALSE,0,active,Quantifier
ZH027,岁 (suì),"(for age)",FALSE,0,FALSE,0,active,Quantifier
ZH028,本 (běn),"(for books)",FALSE,0,FALSE,0,active,Quantifier
ZH029,些 (xiē),some,FALSE,0,FALSE,0,active,Quantifier
ZH030,块 (kuài),"piece, chunk",FALSE,0,FALSE,0,active,Quantifier
ZH031,不 (bù),no,FALSE,0,FALSE,0,active,Adverb
ZH032,没 (méi),no,FALSE,0,FALSE,0,active,Adverb
ZH033,很 (hěn),"quite, very",FALSE,0,FALSE,0,active,Adverb
ZH034,太 (tài),too,FALSE,0,FALSE,0,active,Adverb
ZH035,都 (dōu),all,FALSE,0,FALSE,0,active,Adverb
ZH036,一点儿 (yīdiǎnr),"a little bit",FALSE,0,FALSE,0,active,Adverb
ZH037,和 (hé),and,FALSE,0,FALSE,0,active,Conjunction
ZH038,在 (zài),"in, at",FALSE,0,FALSE,0,active,Preposition
ZH039,的 (de),,FALSE,0,FALSE,0,active,Auxiliary
ZH040,了 (le),,FALSE,0,FALSE,0,active,Auxiliary
ZH041,吗 (ma),,FALSE,0,FALSE,0,active,Auxiliary
ZH042,呢 (ne),,FALSE,0,FALSE,0,active,Auxiliary
ZH043,喂 (wèi),hello,FALSE,0,FALSE,0,active,Interjection
ZH044,家 (jiā),home,FALSE,0,FALSE,0,active,Noun
ZH045,学校 (xuéxiào),school,FALSE,0,FALSE,0,active,Noun
ZH046,饭店 (fàndiàn),restaurant,FALSE,0,FALSE,0,active,Noun
ZH047,商店 (shāngdiàn),store,FALSE,0,FALSE,0,active,Noun
ZH048,医院 (yīyuàn),hospital,FALSE,0,FALSE,0,active,Noun
ZH049,中国 (Zhōngguó),China,FALSE,0,FALSE,0,active,Noun
ZH050,北京 (Běijīng),Beijing,FALSE,0,FALSE,0,active,Noun
ZH051,上 (shàng),up,FALSE,0,FALSE,0,active,Noun
ZH052,下 (xià),down,FALSE,0,FALSE,0,active,Noun
ZH053,前面 (qiánmiàn),front,FALSE,0,FALSE,0,active,Noun
ZH054,后面 (hòumiàn),behind,FALSE,0,FALSE,0,active,Noun
ZH055,里 (lǐmiàn),inside,FALSE,0,FALSE,0,active,Noun
ZH056,今天 (jīntiān),today,FALSE,0,FALSE,0,active,Noun
ZH057,明天 (míngtiān),tomorrow,FALSE,0,FALSE,0,active,Noun
ZH058,昨天 (zuótiān),yesterday,FALSE,0,FALSE,0,active,Noun
